target,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
-1.0425720702853738,,0.9384406118221291,0.24189760124173587,,,0.878719253535567,,0.7408158614234727,False,0.04216200899384455,0.021365374904000037,-0.9950133258767226,,0.19529566792194852,0.1264562582829537,0.1273475620053519,0.03872871534954182,0.39066412092518293,,0.3705932737951246,0.16546976774081987,0.3755696760803522,-0.31785635218878683,-0.6702001246075903,0.18767905788270767,-0.6664287565759378
-1.0425720702853738,,1.4534371295316186,-1.0850835255700724,,,0.21348973720090064,,0.17580612190623685,False,0.4629228090421949,-0.44149872480729585,-1.3103986172360955,,0.9121398605369914,0.9753933768258625,0.9361547025778229,1.0070974103339045,-1.043663060708647,,-0.9738846497406765,-0.9044486846802982,-0.727020198650957,0.11586869941157296,-0.6702001246075903,-1.0019363112164434,-3.12372439712895
0.9591663046625438,,0.23903135725508323,0.6842246435123386,,,0.6288713333277729,,-0.8630827539802934,False,1.8611182679574196,-0.36213535703666355,-1.0854545455083686,,-0.6661519851270615,-0.7649277161871004,-0.7843211796648064,-0.8483485461125826,0.7570466912296167,,1.508228439863879,0.7233235022669314,-0.17572526128530241,3.4909818526185865,1.712733651774953,0.6309793501366233,-0.9093746308450081
-1.0425720702853738,,-0.2560697697035075,-1.195665286137723,,,-0.19357591671013935,,-0.11581180816717518,False,-0.3831399691604931,-0.3207510917365287,1.939152787651549,,0.8442909204311416,0.8904996649715716,0.8660977321778313,0.9540814644749473,-1.333404278804933,,0.5774360312621709,-1.218430914323457,0.9268646134460068,-0.6207753362153975,-0.6702001246075903,-1.4211608456089646,1.0632118842413072
-1.0425720702853738,,-1.7943180555719305,-1.0850835255700724,,,-1.448173794385127,,-0.3709774969814107,False,-0.49979570580804245,-0.34744028030273955,-1.1319517267765673,,1.111077643879009,1.230074512388735,1.3194170839366088,1.180377700321362,-1.1590467493770908,,-0.5601991348065839,-1.260371695256278,-0.17572526128530241,-0.6859904540956392,-0.6702001246075903,-1.1931168584440566,-1.0734256477056927
-1.0425720702853738,,-1.3760323828088963,0.7948064040799893,,,-0.9855884398665217,,-0.18871629068552817,True,-0.17688765331509823,0.11126944326156477,0.5539161060214994,,-0.4492146165697982,-0.5526934365513733,-0.53069069893428,-0.5537796443388068,0.8247634113359887,,0.06032913759455508,0.8484251348766773,0.9268646134460068,-0.48787175153202295,-0.6702001246075903,0.8612960371924191,0.6470363366333731
0.9591663046625438,,-0.3423620141630502,-0.4215929621641682,,,-1.0669028152461808,,-0.18871629068552817,False,0.3221106019549706,-0.06562773731980093,1.2755888276380696,,-0.8457028626452301,-0.9347151398956822,-1.0112357065876312,-0.9399700591979083,-0.3962424159318658,,1.7150711973309256,-0.3731936774149245,0.9268646134460068,-0.04735728809938862,-0.6702001246075903,-0.6910343494692047,0.8919870569154821
-1.0425720702853738,,0.12617576344567225,1.237133446350592,,,-1.6865134178173853,,2.9826286988628277,True,0.2400538004802327,0.06453868678600433,0.17551821959895533,,0.34588320242396203,0.29624368199153545,0.3355372781773609,0.3128206819739222,1.2716465367809981,,-0.1465136198724912,1.187337728798839,0.3755696760803522,-0.13361076573140576,0.5212667635836813,1.2722112712981783,0.4775146102037023
0.9591663046625438,,-1.2699377233109792,-1.4168288072730244,,,-0.46871672631318323,,-1.482770855386294,False,0.9650066084729184,-0.5931272584071605,0.13347431148763236,,0.3829305846795566,0.3386905379186809,0.3139282554068209,0.35387812782177286,-1.2499488493137647,,-0.9738846497406765,-1.566053276455512,-1.2783151360166116,0.8924172410750743,-0.6702001246075903,-1.542467667600863,0.4560879169474977
0.9591663046625438,,0.2718056897388885,-0.8639200044347709,,,-1.0324890228264079,,-0.4074297382405872,False,0.721568320593665,3.9782786159110497,0.23139128503643797,,-0.03813318338200511,-0.1282248772799189,-0.11566257108089563,-0.10682142184972478,-0.8479404776697159,,2.7492849846661573,-0.8877876871232684,0.9268646134460068,0.4734141032796451,-0.6702001246075903,-0.8974146218704008,0.5050769222331245
